STATION,LATITUDE,LONGITUDE,ZIP_Code
egglestonave&69thst(*),41.768898,-87.635876,60636
michiganave&71stst,41.765286,-87.621748,60621
rhodesave&71stst,41.766,-87.611726,60619
cornelldr&hayesdr,41.780595,-87.584846,60637
elizabethst&59thst,41.786691,-87.655859,60636
leavittst&chicagoave,41.895501,-87.682017,60647
sheridanrd&columbiaave,42.004583,-87.661406,60626
evanstonciviccenter,42.057044,-87.686554,60208
clintonst&lakest,41.885637,-87.641823,60661
dodgeave&mulfordst,42.023463,-87.699595,60202
lincolnwooddr&centralst,42.064854,-87.715297,60201
leavittst&belmontave(*),41.939354,-87.683282,60625
southchicagoave&elliotave,41.747363,-87.580046,60617
cherryave&blackhawkst,41.907221,-87.655618,60642
sheffieldave&fullertonave,41.925602,-87.653708,60614
franklinst&illinoisst,41.891023,-87.63548,60654
lincolnparkconservatory,41.923931,-87.635825,60614
clintonst&tildenst,41.875885,-87.640795,60607
damenave&pierceave,41.909396,-87.677692,60622
racineave&washingtonblvd(*),41.883073,-87.656952,60622
hoyneave&balmoralave,41.979851,-87.681932,60625
damenave&walnut(lake)st(*),41.885951,-87.677009,60612
woodst&augustablvd,41.899181,-87.6722,60622
leavittst&divisionst(*),41.902997,-87.683825,60622
racineave&fullertonave,41.925563,-87.658404,60657
racineave&randolphst,41.884069,-87.656853,60607
financialpl&idabwellsdr,41.875024,-87.633094,60604
morganst&lakest,41.885483,-87.652305,60661
fieldblvd&southwaterst,41.886349,-87.617517,60611
wabashave&16thst,41.860384,-87.625813,60605
jeffersonst&monroest,41.880422,-87.642746,60606
kingsburyst&eriest,41.893808,-87.641697,60610
canalst&jacksonblvd,41.877245,-87.639366,60606
lakeshoredr&monroest,41.880958,-87.616743,60603
clintonst&madisonst,41.882242,-87.641066,60661
aberdeenst&monroest,41.880419,-87.655519,60607
daleycenterplaza,41.884241,-87.629634,60602
milwaukeeave&grandave,41.891578,-87.648384,60642
michiganave&oakst,41.90096,-87.623777,60611
eckhartpark,41.896373,-87.660984,60642
leavittst&archerave,41.828792,-87.680604,60632
carpenterst&huronst,41.894556,-87.653449,60642
sheffieldave&willowst,41.913688,-87.652855,60614
clarkst&armitageave,41.918306,-87.636282,60614
stonyislandave&64thst,41.778881,-87.586647,60637
desplainesst&randolphst,41.884616,-87.644571,60661
fieldmuseum,41.865312,-87.617867,60605
lasallest&washingtonst,41.882664,-87.63253,60696
lakeshoredr&ohiost,41.89257,-87.614492,60611
millenniumpark,41.881032,-87.624084,60602
clintonst&washingtonblvd,41.88338,-87.64117,60661
